Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.09975E-3,48.842098662,0.645689849,0.021045282,0.333333333,0
1.1141E-3,49.063703168,0.650453301,0.020845801,0.333333333,0
1.12079E-3,49.287430712,0.652654082,0.02064632,0.333333333,0
1.12321E-3,49.511956706,0.653444484,0.020446838,0.333333333,0
1.12939E-3,49.850135792,0.655460234,0.020147616,0.333333333,0
1.13382E-3,50.076897971,0.656896668,0.019948135,0.333333333,0
1.13716E-3,50.304012122,0.657978656,0.019748654,0.333333333,0
1.13968E-3,50.531743387,0.658789548,0.019549172,0.333333333,0
1.14839E-3,50.760689927,0.661580707,0.019349691,0.333333333,0
1.17041E-3,51.109461331,0.668539862,0.019050469,0.333333333,0
1.18728E-3,51.346838328,0.673772363,0.018850987,0.333333333,0
1.19118E-3,51.584945344,0.674970955,0.018651506,0.333333333,0
1.19285E-3,51.823452654,0.675484835,0.018452025,0.333333333,0
1.19708E-3,52.062781278,0.67677536,0.018252543,0.333333333,0
1.2044E-3,52.303435712,0.679000475,0.018053062,0.407407407,0
1.21431E-3,52.545578735,0.681987215,0.017853581,0.407407407,0
1.22294E-3,52.789606877,0.684565591,0.017654099,0.407407407,0
1.22838E-3,53.03490987,0.686182582,0.017454618,0.407407407,0
1.23493E-3,53.281260928,0.68811384,0.017255137,0.407407407,0
1.23665E-3,53.528487,0.688621784,0.017055655,0.407407407,0
1.26191E-3,53.779272537,0.695953369,0.016856174,0.444444444,0
1.27006E-3,54.032639155,0.69828369,0.016656693,0.444444444,0
1.27957E-3,54.288521138,0.700978735,0.016457211,0.444444444,0
1.28263E-3,54.544927963,0.701839221,0.01625773,0.444444444,0
1.28342E-3,54.801559781,0.702062956,0.016058249,0.444444444,0
1.2997E-3,55.060093332,0.706603375,0.015858767,0.444444444,0
1.31275E-3,55.321469479,0.71019375,0.015659286,0.444444444,0
1.31885E-3,55.585166472,0.711855327,0.015459805,0.444444444,0
1.33781E-3,55.852424317,0.716966011,0.015260323,0.444444444,0
1.35405E-3,56.121944932,0.72126871,0.015060842,0.444444444,0
1.38067E-3,56.260012151,0.728182449,0.014961101,0.444444444,0
1.3888E-3,56.537049956,0.730259134,0.01476162,0.444444444,0
1.40747E-3,56.818523839,0.734968742,0.014562138,0.444444444,0
